,Covidence #,Study ID,Title,Short Title,Year,Organization(s)/Association(s),Country,Topic/Category,Grading Method,Overall guideline assessment: Rate the overall quality of this guideline.,Number of LoE levels,Number of SoR levels,Recommendation,LoE (Text),LoE (Number),SoR (Text),SoR (Number),Specific target group?,LoE (scaled),Source,AI Clustering
404,5840,Bythe2019AmericanGeriatricsSocietyBeersCriteriaRUpdateExpertPanel 2019,American Geriatrics Society 2019 Updated AGS Beers Criteria R for Potentially Inappropriate Medication Use in Older Adults.,AGS Beers Criteria® for Potentially Inappropriate Medication Use in Older Adults,2019,American Geriatrics Society,United States,ADR & Deprescribing,Other: modified GRADE,4,3,2,"Avoid Antispasmodics: Atropine (excludes ophthalmic), Belladonna alkaloids, Clidinium-chlordiazepoxide, Dicyclomine Homatropine (excludes opthalmic), Hyoscyamine, Methscopolamine, Propantheline and Scopolamine.",Moderate,2,Strong,2,,0.666666666666667,"2019 American Geriatrics Society Beers Criteria® Update Expert Panel, Fick DM, Semla TP, Steinman M, Beizer J, Brandt N, et al. American Geriatrics Society 2019 updated AGS Beers Criteria® for potentially inappropriate medication use in older adults. Journal of the American Geriatrics Society. 2019;67(4):674–94.",10
405,6456,Dent 2018,"International Clinical Practice Guidelines for Sarcopenia (ICFSR): Screening, Diagnosis and Management.","Sarcopenia: Screening, Diagnosis and Management",2018,International Conference on Sarcopenia and Frailty Research,Other: International,"Hydration, Nutrition & Sarcopenia",GRADE,4,4,2,"Older adults aged 65 years and older should be screened for sarcopenia annually, or after the occurrence of major health events.",Low,2,Weak,1,,0.5,"Dent E, Morley JE, Cruz-Jentoft AJ, Arai H, Kritchevsky SB, Guralnik J, et al. International Clinical Practice Guidelines for Sarcopenia (ICFSR): Screening, Diagnosis and Management. The Journal of nutrition, health and aging. 2018 Dec;22(10):1148–61.",14
406,6456,Dent 2018,"International Clinical Practice Guidelines for Sarcopenia (ICFSR): Screening, Diagnosis and Management.","Sarcopenia: Screening, Diagnosis and Management",2018,International Conference on Sarcopenia and Frailty Research,Other: International,"Hydration, Nutrition & Sarcopenia",GRADE,4,4,2,"Screening for sarcopenia can be performed using gait speed, or with the SARC-F questionnaire.",Low,2,Weak,1,,0.5,"Dent E, Morley JE, Cruz-Jentoft AJ, Arai H, Kritchevsky SB, Guralnik J, et al. International Clinical Practice Guidelines for Sarcopenia (ICFSR): Screening, Diagnosis and Management. The Journal of nutrition, health and aging. 2018 Dec;22(10):1148–61.",14
407,6456,Dent 2018,"International Clinical Practice Guidelines for Sarcopenia (ICFSR): Screening, Diagnosis and Management.","Sarcopenia: Screening, Diagnosis and Management",2018,International Conference on Sarcopenia and Frailty Research,Other: International,"Hydration, Nutrition & Sarcopenia",GRADE,4,4,2,Individuals screened as positive for sarcopenia should be referred for further assessment to confirm the presence of the disease.,Low,2,Weak,1,,0.5,"Dent E, Morley JE, Cruz-Jentoft AJ, Arai H, Kritchevsky SB, Guralnik J, et al. International Clinical Practice Guidelines for Sarcopenia (ICFSR): Screening, Diagnosis and Management. The Journal of nutrition, health and aging. 2018 Dec;22(10):1148–61.",14
408,6456,Dent 2018,"International Clinical Practice Guidelines for Sarcopenia (ICFSR): Screening, Diagnosis and Management.","Sarcopenia: Screening, Diagnosis and Management",2018,International Conference on Sarcopenia and Frailty Research,Other: International,"Hydration, Nutrition & Sarcopenia",GRADE,4,4,2,Walking speed or grip strength should be used to determine low levels of muscle strength and physical performance respectively when diagnosing sarcopenia.,Moderate,3,Strong,2,,0.75,"Dent E, Morley JE, Cruz-Jentoft AJ, Arai H, Kritchevsky SB, Guralnik J, et al. International Clinical Practice Guidelines for Sarcopenia (ICFSR): Screening, Diagnosis and Management. The Journal of nutrition, health and aging. 2018 Dec;22(10):1148–61.",14
409,6456,Dent 2018,"International Clinical Practice Guidelines for Sarcopenia (ICFSR): Screening, Diagnosis and Management.","Sarcopenia: Screening, Diagnosis and Management",2018,International Conference on Sarcopenia and Frailty Research,Other: International,"Hydration, Nutrition & Sarcopenia",GRADE,4,4,2,Dual-energy x-ray absorptiometry should be used to determine low lean mass when diagnosing sarcopenia.,Low,2,Weak,1,,0.5,"Dent E, Morley JE, Cruz-Jentoft AJ, Arai H, Kritchevsky SB, Guralnik J, et al. International Clinical Practice Guidelines for Sarcopenia (ICFSR): Screening, Diagnosis and Management. The Journal of nutrition, health and aging. 2018 Dec;22(10):1148–61.",14
410,6456,Dent 2018,"International Clinical Practice Guidelines for Sarcopenia (ICFSR): Screening, Diagnosis and Management.","Sarcopenia: Screening, Diagnosis and Management",2018,International Conference on Sarcopenia and Frailty Research,Other: International,"Hydration, Nutrition & Sarcopenia",GRADE,4,4,2,"It is recommended that health practitioners use an objective measurement tool for the diagnosis of Sarcopenia, utilising any of the published consensus definitions.",Moderate,3,Weak,1,,0.75,"Dent E, Morley JE, Cruz-Jentoft AJ, Arai H, Kritchevsky SB, Guralnik J, et al. International Clinical Practice Guidelines for Sarcopenia (ICFSR): Screening, Diagnosis and Management. The Journal of nutrition, health and aging. 2018 Dec;22(10):1148–61.",14
411,6456,Dent 2018,"International Clinical Practice Guidelines for Sarcopenia (ICFSR): Screening, Diagnosis and Management.","Sarcopenia: Screening, Diagnosis and Management",2018,International Conference on Sarcopenia and Frailty Research,Other: International,"Hydration, Nutrition & Sarcopenia",GRADE,4,4,2,"In patients with sarcopenia, prescription of resistance-based training may be effective to improve lean mass, strength and physical function.",Moderate,3,Strong,2,,0.75,"Dent E, Morley JE, Cruz-Jentoft AJ, Arai H, Kritchevsky SB, Guralnik J, et al. International Clinical Practice Guidelines for Sarcopenia (ICFSR): Screening, Diagnosis and Management. The Journal of nutrition, health and aging. 2018 Dec;22(10):1148–61.",14
412,6456,Dent 2018,"International Clinical Practice Guidelines for Sarcopenia (ICFSR): Screening, Diagnosis and Management.","Sarcopenia: Screening, Diagnosis and Management",2018,International Conference on Sarcopenia and Frailty Research,Other: International,"Hydration, Nutrition & Sarcopenia",GRADE,4,4,2,We recommend clinicians consider protein supplementation/a protein rich diet for older adults with sarcopenia.,Low,2,Weak,1,,0.5,"Dent E, Morley JE, Cruz-Jentoft AJ, Arai H, Kritchevsky SB, Guralnik J, et al. International Clinical Practice Guidelines for Sarcopenia (ICFSR): Screening, Diagnosis and Management. The Journal of nutrition, health and aging. 2018 Dec;22(10):1148–61.",24
413,6456,Dent 2018,"International Clinical Practice Guidelines for Sarcopenia (ICFSR): Screening, Diagnosis and Management.","Sarcopenia: Screening, Diagnosis and Management",2018,International Conference on Sarcopenia and Frailty Research,Other: International,"Hydration, Nutrition & Sarcopenia",GRADE,4,4,2,Clinicians may also consider discussing with patients the importance of adequate calorie and protein intake.,Very Low,1,Weak,1,,0.25,"Dent E, Morley JE, Cruz-Jentoft AJ, Arai H, Kritchevsky SB, Guralnik J, et al. International Clinical Practice Guidelines for Sarcopenia (ICFSR): Screening, Diagnosis and Management. The Journal of nutrition, health and aging. 2018 Dec;22(10):1148–61.",24
414,6456,Dent 2018,"International Clinical Practice Guidelines for Sarcopenia (ICFSR): Screening, Diagnosis and Management.","Sarcopenia: Screening, Diagnosis and Management",2018,International Conference on Sarcopenia and Frailty Research,Other: International,"Hydration, Nutrition & Sarcopenia",GRADE,4,4,2,Nutritional (protein) intervention should be combined with a physical activity intervention.,Low,2,Weak,1,,0.5,"Dent E, Morley JE, Cruz-Jentoft AJ, Arai H, Kritchevsky SB, Guralnik J, et al. International Clinical Practice Guidelines for Sarcopenia (ICFSR): Screening, Diagnosis and Management. The Journal of nutrition, health and aging. 2018 Dec;22(10):1148–61.",24
415,6692,Lip 2018,Antithrombotic Therapy for Atrial Fibrillation: CHEST Guideline and Expert Panel Report.,Antithrombotic Therapy for Atrial Fibrillation,2018,American College of Chest Physicians,United States,Atrial Fibrillation,GRADE,6,4,2,"In atrial fibrillation patients requiring oral anticoagulation presenting with an acute coronary syndrome (ACS), undergoing percutaneous coronary intervention (PCI)/stenting, where bleeding risk is low (HAS-BLED 0-2) relative to risk for ACS or stent thrombosis, we suggest triple therapy for 6 months, followed by dual therapy with oral anticoagulation plus single antiplatelet (preferably clopidogrel) until 12 months, following which oral anticoagulation monotherapy can be used.",Low,2,Weak,1,,0.5,"Lip GY, Banerjee A, Boriani G, en Chiang C, Fargo R, Freedman B, et al. Antithrombotic therapy for atrial fibrillation: CHEST guideline and expert panel report. Chest. 2018;154(5):1121–201.",15
416,6692,Lip 2018,Antithrombotic Therapy for Atrial Fibrillation: CHEST Guideline and Expert Panel Report.,Antithrombotic Therapy for Atrial Fibrillation,2018,American College of Chest Physicians,United States,Atrial Fibrillation,GRADE,6,4,2,"In atrial fibrillation patients requiring oral anticoagulation undergoing elective percutaneous coronary intervention (PCI)/stenting, where bleeding risk is high (HAS-BLED ≥ 3), we suggest triple therapy for 1 month, followed by dual therapy with oral anticoagulation plus single antiplatelet (preferably clopidogrel) for 6 months, following which oral anticoagulation monotherapy can be used.",Low,2,Weak,1,,0.5,"Lip GY, Banerjee A, Boriani G, en Chiang C, Fargo R, Freedman B, et al. Antithrombotic therapy for atrial fibrillation: CHEST guideline and expert panel report. Chest. 2018;154(5):1121–201.",15
417,6692,Lip 2018,Antithrombotic Therapy for Atrial Fibrillation: CHEST Guideline and Expert Panel Report.,Antithrombotic Therapy for Atrial Fibrillation,2018,American College of Chest Physicians,United States,Atrial Fibrillation,GRADE,6,4,2,"In patients in whom sinus rhythm has been restored, we suggest that long-term anticoagulation should be based on the patient’s CHA2DS2-VASc thromboembolic risk profile, regardless of whether sinus rhythm has been restored via ablation, cardioversion (even spontaneous), or other means.",Low,2,Weak,1,,0.5,"Lip GY, Banerjee A, Boriani G, en Chiang C, Fargo R, Freedman B, et al. Antithrombotic therapy for atrial fibrillation: CHEST guideline and expert panel report. Chest. 2018;154(5):1121–201.",15
418,6692,Lip 2018,Antithrombotic Therapy for Atrial Fibrillation: CHEST Guideline and Expert Panel Report.,Antithrombotic Therapy for Atrial Fibrillation,2018,American College of Chest Physicians,United States,Atrial Fibrillation,GRADE,6,4,2,"Subsequent to this initial step, for patients with atrial fibrillation, including those with paroxysmal atrial fibrillation, we recommend stroke prevention should be offered to those atrial fibrillation patients with one or more non-sex CHA2DS2-VASc stroke risk factors (score of ≥ 1 in a male or ≥ 2 in a female).",Moderate,3,Strong,2,,0.75,"Lip GY, Banerjee A, Boriani G, en Chiang C, Fargo R, Freedman B, et al. Antithrombotic therapy for atrial fibrillation: CHEST guideline and expert panel report. Chest. 2018;154(5):1121–201.",15
419,6692,Lip 2018,Antithrombotic Therapy for Atrial Fibrillation: CHEST Guideline and Expert Panel Report.,Antithrombotic Therapy for Atrial Fibrillation,2018,American College of Chest Physicians,United States,Atrial Fibrillation,GRADE,6,4,2,"For moderate chronic kidney disease (Stage III, creatinine clearance 30-59 mL/min), we suggest oral anticoagulation in patients with a CHA2DS2-VASc ≥ 2 with label-adjusted novel oral anticoagulant (NOAC) or dose-adjusted Vitamin K antagonists.",Very Low,1,Weak,1,,0.25,"Lip GY, Banerjee A, Boriani G, en Chiang C, Fargo R, Freedman B, et al. Antithrombotic therapy for atrial fibrillation: CHEST guideline and expert panel report. Chest. 2018;154(5):1121–201.",4
420,6692,Lip 2018,Antithrombotic Therapy for Atrial Fibrillation: CHEST Guideline and Expert Panel Report.,Antithrombotic Therapy for Atrial Fibrillation,2018,American College of Chest Physicians,United States,Atrial Fibrillation,GRADE,6,4,2,"For patients with atrial fibrillation, we recommend use of the HAS-BLED score to address modifiable bleeding risk factors in all atrial fibrillation patients. Those potentially at high risk (HAS-BLED score ≥ 3) warrant more frequent and regular reviews or follow-up.",Moderate,3,Strong,2,,0.75,"Lip GY, Banerjee A, Boriani G, en Chiang C, Fargo R, Freedman B, et al. Antithrombotic therapy for atrial fibrillation: CHEST guideline and expert panel report. Chest. 2018;154(5):1121–201.",15
421,6692,Lip 2018,Antithrombotic Therapy for Atrial Fibrillation: CHEST Guideline and Expert Panel Report.,Antithrombotic Therapy for Atrial Fibrillation,2018,American College of Chest Physicians,United States,Atrial Fibrillation,GRADE,6,4,2,"In atrial fibrillation patients requiring oral anticoagulation undergoing elective percutaneous coronary intervention (PCI)/stenting, where bleeding risk is low (HAS-BLED 0-2) relative to risk for recurrent acute coronary syndrome (ACS) and/or stent thrombosis, we suggest triple therapy for 1-3 months, followed by dual therapy with oral anticoagulation plus single antiplatelet (preferably clopidogrel) until 12 months, following which oral anticoagulation monotherapy can be used.",Low,2,Weak,1,,0.5,"Lip GY, Banerjee A, Boriani G, en Chiang C, Fargo R, Freedman B, et al. Antithrombotic therapy for atrial fibrillation: CHEST guideline and expert panel report. Chest. 2018;154(5):1121–201.",15
422,6692,Lip 2018,Antithrombotic Therapy for Atrial Fibrillation: CHEST Guideline and Expert Panel Report.,Antithrombotic Therapy for Atrial Fibrillation,2018,American College of Chest Physicians,United States,Atrial Fibrillation,GRADE,6,4,2,"For patients with atrial fibrillation, including those with paroxysmal atrial fibrillation, stroke risk should be assessed using a risk factor based approach, rather than an categorization into low, moderate/high risk strata. We recommend use of the CHA2DS2-VASc as a simple clinical based stroke risk score to initially identify ‘low stroke risk’ patients who should not be offered antithrombotic therapy to prevent stroke and reduce mortality.",Moderate,3,Strong,2,,0.75,"Lip GY, Banerjee A, Boriani G, en Chiang C, Fargo R, Freedman B, et al. Antithrombotic therapy for atrial fibrillation: CHEST guideline and expert panel report. Chest. 2018;154(5):1121–201.",15
423,6692,Lip 2018,Antithrombotic Therapy for Atrial Fibrillation: CHEST Guideline and Expert Panel Report.,Antithrombotic Therapy for Atrial Fibrillation,2018,American College of Chest Physicians,United States,Atrial Fibrillation,GRADE,6,4,2,"In atrial fibrillation patients requiring oral anticoagulation presenting with an acute coronary syndrome (ACS), undergoing percutaneous coronary intervention (PCI)/stenting, where bleeding risk is high (HAS-BLED ≥ 3), we suggest triple therapy for 1-3 months, followed by dual therapy with oral anticoagulation plus single antiplatelet (preferably clopidogrel) up to 12 months, following which oral anticoagulation monotherapy can be used.",Low,2,Weak,1,,0.5,"Lip GY, Banerjee A, Boriani G, en Chiang C, Fargo R, Freedman B, et al. Antithrombotic therapy for atrial fibrillation: CHEST guideline and expert panel report. Chest. 2018;154(5):1121–201.",15
424,6736,Devlin 2018,"Executive Summary: Clinical Practice Guidelines for the Prevention and Management of Pain, Agitation/Sedation, Delirium, Immobility, and Sleep Disruption in Adult Patients in the ICU.","Prevention and Management of Pain, Agitation/Sedation, Delirium, Immobility, and Sleep Disruption in Adult Patients in the ICU",2018,"American Association of Critical-Care Nurses, American College of Chest Physicians, American College of Clinical Pharmacy, American Delirium Society, Australian College of Criti-cal Care Nurses, Canadian Critical Care Society, Eastern Association for the Surgery of Trauma, European Delirium Association, European Federation of Critical Care Nursing Associations, Neurocritical Care Society, and Society of Critical Care Anesthesiologists.",Other: International,Perioperative Management,GRADE,6,4,2,We suggest not using haloperidol or an atypical antipsychotic to treat subsyndromal delirium in critically ill adults.,Low,2,Conditional,1,,0.5,"Devlin JW, Skrobik Y, Gélinas C, Needham DM, Slooter AJC, Pandharipande PP, et al. Clinical Practice Guidelines for the Prevention and Management of Pain, Agitation/Sedation, Delirium, Immobility, and Sleep Disruption in Adult Patients in the ICU. Critical Care Medicine. 2018 Sep;46(9):e825–73.",3
425,6736,Devlin 2018,"Executive Summary: Clinical Practice Guidelines for the Prevention and Management of Pain, Agitation/Sedation, Delirium, Immobility, and Sleep Disruption in Adult Patients in the ICU.","Prevention and Management of Pain, Agitation/Sedation, Delirium, Immobility, and Sleep Disruption in Adult Patients in the ICU",2018,"American Association of Critical-Care Nurses, American College of Chest Physicians, American College of Clinical Pharmacy, American Delirium Society, Australian College of Criti-cal Care Nurses, Canadian Critical Care Society, Eastern Association for the Surgery of Trauma, European Delirium Association, European Federation of Critical Care Nursing Associations, Neurocritical Care Society, and Society of Critical Care Anesthesiologists.",Other: International,Perioperative Management,GRADE,6,4,2,"We suggest using a multicomponent, nonpharmacologic intervention that is focused on (but not limited to) reducing modifiable risk factors for delirium, improving cognition, and optimizing sleep, mobility, hearing, and vision in critically ill adults.
Remarks: These multicomponent interventions include (but are not limited to) strategies to reduce or shorten delirium (e.g., reorientation, cognitive stimulation, use of clocks), improve sleep (e.g., minimizing light and noise), improve wakefulness (i.e., reduced sedation), reduce immobility (e.g., early rehabilitation/mobilization), and reduce hearing and/or visual impairment (e.g., enable use of devices such as hearing aids or eye glasses).",Low,2,Conditional,1,,0.5,"Devlin JW, Skrobik Y, Gélinas C, Needham DM, Slooter AJC, Pandharipande PP, et al. Clinical Practice Guidelines for the Prevention and Management of Pain, Agitation/Sedation, Delirium, Immobility, and Sleep Disruption in Adult Patients in the ICU. Critical Care Medicine. 2018 Sep;46(9):e825–73.",11
426,6736,Devlin 2018,"Executive Summary: Clinical Practice Guidelines for the Prevention and Management of Pain, Agitation/Sedation, Delirium, Immobility, and Sleep Disruption in Adult Patients in the ICU.","Prevention and Management of Pain, Agitation/Sedation, Delirium, Immobility, and Sleep Disruption in Adult Patients in the ICU",2018,"American Association of Critical-Care Nurses, American College of Chest Physicians, American College of Clinical Pharmacy, American Delirium Society, Australian College of Criti-cal Care Nurses, Canadian Critical Care Society, Eastern Association for the Surgery of Trauma, European Delirium Association, European Federation of Critical Care Nursing Associations, Neurocritical Care Society, and Society of Critical Care Anesthesiologists.",Other: International,Perioperative Management,GRADE,6,4,2,We suggest not using bright light therapy to reduce delirium in critically ill adults.,Moderate,3,Conditional,1,,0.75,"Devlin JW, Skrobik Y, Gélinas C, Needham DM, Slooter AJC, Pandharipande PP, et al. Clinical Practice Guidelines for the Prevention and Management of Pain, Agitation/Sedation, Delirium, Immobility, and Sleep Disruption in Adult Patients in the ICU. Critical Care Medicine. 2018 Sep;46(9):e825–73.",3
427,6736,Devlin 2018,"Executive Summary: Clinical Practice Guidelines for the Prevention and Management of Pain, Agitation/Sedation, Delirium, Immobility, and Sleep Disruption in Adult Patients in the ICU.","Prevention and Management of Pain, Agitation/Sedation, Delirium, Immobility, and Sleep Disruption in Adult Patients in the ICU",2018,"American Association of Critical-Care Nurses, American College of Chest Physicians, American College of Clinical Pharmacy, American Delirium Society, Australian College of Criti-cal Care Nurses, Canadian Critical Care Society, Eastern Association for the Surgery of Trauma, European Delirium Association, European Federation of Critical Care Nursing Associations, Neurocritical Care Society, and Society of Critical Care Anesthesiologists.",Other: International,Perioperative Management,GRADE,6,4,2,We suggest using dexmedetomidine for delirium in mechanically ventilated adults where agitation is precluding weaning/extubation.,Low,2,Conditional,1,,0.5,"Devlin JW, Skrobik Y, Gélinas C, Needham DM, Slooter AJC, Pandharipande PP, et al. Clinical Practice Guidelines for the Prevention and Management of Pain, Agitation/Sedation, Delirium, Immobility, and Sleep Disruption in Adult Patients in the ICU. Critical Care Medicine. 2018 Sep;46(9):e825–73.",3
428,6736,Devlin 2018,"Executive Summary: Clinical Practice Guidelines for the Prevention and Management of Pain, Agitation/Sedation, Delirium, Immobility, and Sleep Disruption in Adult Patients in the ICU.","Prevention and Management of Pain, Agitation/Sedation, Delirium, Immobility, and Sleep Disruption in Adult Patients in the ICU",2018,"American Association of Critical-Care Nurses, American College of Chest Physicians, American College of Clinical Pharmacy, American Delirium Society, Australian College of Criti-cal Care Nurses, Canadian Critical Care Society, Eastern Association for the Surgery of Trauma, European Delirium Association, European Federation of Critical Care Nursing Associations, Neurocritical Care Society, and Society of Critical Care Anesthesiologists.",Other: International,Perioperative Management,GRADE,6,4,2,"We suggest not using haloperidol, an atypical antipsychotic, dexmedetomidine, a HMG-CoA reductase inhibitor (i.e., statin), or ketamine to prevent delirium in all critically ill adults.",Low,2,Conditional,1,,0.5,"Devlin JW, Skrobik Y, Gélinas C, Needham DM, Slooter AJC, Pandharipande PP, et al. Clinical Practice Guidelines for the Prevention and Management of Pain, Agitation/Sedation, Delirium, Immobility, and Sleep Disruption in Adult Patients in the ICU. Critical Care Medicine. 2018 Sep;46(9):e825–73.",3
429,6736,Devlin 2018,"Executive Summary: Clinical Practice Guidelines for the Prevention and Management of Pain, Agitation/Sedation, Delirium, Immobility, and Sleep Disruption in Adult Patients in the ICU.","Prevention and Management of Pain, Agitation/Sedation, Delirium, Immobility, and Sleep Disruption in Adult Patients in the ICU",2018,"American Association of Critical-Care Nurses, American College of Chest Physicians, American College of Clinical Pharmacy, American Delirium Society, Australian College of Criti-cal Care Nurses, Canadian Critical Care Society, Eastern Association for the Surgery of Trauma, European Delirium Association, European Federation of Critical Care Nursing Associations, Neurocritical Care Society, and Society of Critical Care Anesthesiologists.",Other: International,Perioperative Management,GRADE,6,4,2,"We suggest not routinely using haloperidol, an atypical antipsychotic, or a HMG-CoA reductase inhibitor (i.e., a statin) to treat delirium.",Low,2,Conditional,1,,0.5,"Devlin JW, Skrobik Y, Gélinas C, Needham DM, Slooter AJC, Pandharipande PP, et al. Clinical Practice Guidelines for the Prevention and Management of Pain, Agitation/Sedation, Delirium, Immobility, and Sleep Disruption in Adult Patients in the ICU. Critical Care Medicine. 2018 Sep;46(9):e825–73.",3
430,6887,USPreventiveServicesTaskForce 2018,Screening for Osteoporosis to Prevent Fractures: US Preventive Services Task Force Recommendation Statement.,Screening for Osteoporosis to Prevent Fractures,2018,US Preventive Services Task Force,United States,Fractures & Osteoporosis,Other: custom,5,3,3,The US Preventive Services Task Force recommends screening for osteoporosis with bone measurement testing to prevent osteoporotic fractures in women 65 years and older.,Moderate,2,B,2,women,0.666666666666667,"US Preventive Services Task Force, Curry SJ, Krist AH, Owens DK, Barry MJ, Caughey AB, et al. Screening for Osteoporosis to Prevent Fractures: US Preventive Services Task Force Recommendation Statement. JAMA. 2018 Jun 26;319(24):2521.",7
431,6914,Pink 2018,"Dementia: assessment, management and support: summary of updated NICE guidance.","Dementia: assessment, management and support for people living with dementia and their carers",2018,National Institute for Health and Care Excellence,UK,Delirium & Dementia,GRADE,6,4,2,Offer a cholinesterase inhibitor and consider adding memantine for people with moderate Alzheimer’s disease.,High,4,Should,2,,1,"National Institute for Health and Care Excellence. Dementia: assessment, management and support for people living with dementia and their carers [Internet]. London: National Institute for Health and Care Excellence; 2018 [cited 2021 Dec 18]. Available from: https://www.nice.org.uk/guidance/ng97",25
432,6914,Pink 2018,"Dementia: assessment, management and support: summary of updated NICE guidance.","Dementia: assessment, management and support for people living with dementia and their carers",2018,National Institute for Health and Care Excellence,UK,Delirium & Dementia,GRADE,6,4,2,"If dementia is still suspected after initial assessment:
- Conduct a physical examination
- Undertake appropriate blood and urine tests to exclude reversible causes of cognitive decline
- Use cognitive testing: use a validated brief structured cognitive instrument such as the 10-point cognitive screener (10-CS), the 6-item cognitive impairment test (6CIT), the 6-item screener, the Memory Impairment Screen (MIS), the Mini-Cog, or the Test Your Memory (TYM)",High,4,Should,2,,1,"National Institute for Health and Care Excellence. Dementia: assessment, management and support for people living with dementia and their carers [Internet]. London: National Institute for Health and Care Excellence; 2018 [cited 2021 Dec 18]. Available from: https://www.nice.org.uk/guidance/ng97",2
433,6914,Pink 2018,"Dementia: assessment, management and support: summary of updated NICE guidance.","Dementia: assessment, management and support for people living with dementia and their carers",2018,National Institute for Health and Care Excellence,UK,Delirium & Dementia,GRADE,6,4,2,Do not offer acupuncture to treat dementia.,Low,2,Should,2,,0.5,"National Institute for Health and Care Excellence. Dementia: assessment, management and support for people living with dementia and their carers [Internet]. London: National Institute for Health and Care Excellence; 2018 [cited 2021 Dec 18]. Available from: https://www.nice.org.uk/guidance/ng97",9
434,6914,Pink 2018,"Dementia: assessment, management and support: summary of updated NICE guidance.","Dementia: assessment, management and support for people living with dementia and their carers",2018,National Institute for Health and Care Excellence,UK,Delirium & Dementia,GRADE,6,4,2,Offer a cholinesterase inhibitor and memantine for people with severe Alzheimer’s disease.,High,4,Should,2,,1,"National Institute for Health and Care Excellence. Dementia: assessment, management and support for people living with dementia and their carers [Internet]. London: National Institute for Health and Care Excellence; 2018 [cited 2021 Dec 18]. Available from: https://www.nice.org.uk/guidance/ng97",25
435,6914,Pink 2018,"Dementia: assessment, management and support: summary of updated NICE guidance.","Dementia: assessment, management and support for people living with dementia and their carers",2018,National Institute for Health and Care Excellence,UK,Delirium & Dementia,GRADE,6,4,2,"Do not offer ginseng, Vitamin E supplements, or herbal formulations to treat dementia.",Moderate,3,Should,2,,0.75,"National Institute for Health and Care Excellence. Dementia: assessment, management and support for people living with dementia and their carers [Internet]. London: National Institute for Health and Care Excellence; 2018 [cited 2021 Dec 18]. Available from: https://www.nice.org.uk/guidance/ng97",9
436,6914,Pink 2018,"Dementia: assessment, management and support: summary of updated NICE guidance.","Dementia: assessment, management and support for people living with dementia and their carers",2018,National Institute for Health and Care Excellence,UK,Delirium & Dementia,GRADE,6,4,2,Do not offer cognitive training to treat mild to moderate Alzheimer’s disease.,Moderate,3,Should,2,,0.75,"National Institute for Health and Care Excellence. Dementia: assessment, management and support for people living with dementia and their carers [Internet]. London: National Institute for Health and Care Excellence; 2018 [cited 2021 Dec 18]. Available from: https://www.nice.org.uk/guidance/ng97",9
437,6914,Pink 2018,"Dementia: assessment, management and support: summary of updated NICE guidance.","Dementia: assessment, management and support for people living with dementia and their carers",2018,National Institute for Health and Care Excellence,UK,Delirium & Dementia,GRADE,6,4,2,Consider cognitive rehabilitation or occupational therapy to support functional ability in people living with mild to moderate dementia.,Moderate,3,Consider,1,,0.75,"National Institute for Health and Care Excellence. Dementia: assessment, management and support for people living with dementia and their carers [Internet]. London: National Institute for Health and Care Excellence; 2018 [cited 2021 Dec 18]. Available from: https://www.nice.org.uk/guidance/ng97",8
438,6914,Pink 2018,"Dementia: assessment, management and support: summary of updated NICE guidance.","Dementia: assessment, management and support for people living with dementia and their carers",2018,National Institute for Health and Care Excellence,UK,Delirium & Dementia,GRADE,6,4,2,Do not offer cholinesterase inhibitors or memantine to people with frontotemporal dementia.,Moderate,3,Should,2,,0.75,"National Institute for Health and Care Excellence. Dementia: assessment, management and support for people living with dementia and their carers [Internet]. London: National Institute for Health and Care Excellence; 2018 [cited 2021 Dec 18]. Available from: https://www.nice.org.uk/guidance/ng97",25
439,6914,Pink 2018,"Dementia: assessment, management and support: summary of updated NICE guidance.","Dementia: assessment, management and support for people living with dementia and their carers",2018,National Institute for Health and Care Excellence,UK,Delirium & Dementia,GRADE,6,4,2,"When using antipsychotics:
- Use the lowest effective dose and for the shortest possible time
- Reassess the person at least every six weeks to check whether they still need medication",High,4,Should,2,,1,"National Institute for Health and Care Excellence. Dementia: assessment, management and support for people living with dementia and their carers [Internet]. London: National Institute for Health and Care Excellence; 2018 [cited 2021 Dec 18]. Available from: https://www.nice.org.uk/guidance/ng97",21
440,6914,Pink 2018,"Dementia: assessment, management and support: summary of updated NICE guidance.","Dementia: assessment, management and support for people living with dementia and their carers",2018,National Institute for Health and Care Excellence,UK,Delirium & Dementia,GRADE,6,4,2,"For people who are in hospital and have cognitive impairment with an unknown cause, consider using one of the following to find out whether they have delirium or delirium superimposed on dementia, compared with dementia alone:
- The long Confusion Assessment Method (CAM)
- The Observational Scale of Level of Arousal (OSLA)",Moderate,3,Consider,1,,0.75,"National Institute for Health and Care Excellence. Dementia: assessment, management and support for people living with dementia and their carers [Internet]. London: National Institute for Health and Care Excellence; 2018 [cited 2021 Dec 18]. Available from: https://www.nice.org.uk/guidance/ng97",11
441,6914,Pink 2018,"Dementia: assessment, management and support: summary of updated NICE guidance.","Dementia: assessment, management and support for people living with dementia and their carers",2018,National Institute for Health and Care Excellence,UK,Delirium & Dementia,GRADE,6,4,2,"At each care review, offer people the chance to review and change any advance statements and decisions they have made.",High,4,Should,2,,1,"National Institute for Health and Care Excellence. Dementia: assessment, management and support for people living with dementia and their carers [Internet]. London: National Institute for Health and Care Excellence; 2018 [cited 2021 Dec 18]. Available from: https://www.nice.org.uk/guidance/ng97",20
